Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Catapora,coceira,erupção_cutânea,fadiga,letargia,febre_alta,dor_de_cabeça,perda_de_apetite,febre_leve,linfonodos_inchados,mal_estar,manchas_vermelhas_no_corpo,,,,,,
Dengue,erupção_cutânea,calafrios,dor_nas_articulações,vômito,fadiga,febre_alta,dor_de_cabeça,náusea,perda_de_apetite,dor_atrás_dos_olhos,dor_nas_costas,mal_estar,dor_muscular,manchas_vermelhas_no_corpo,,,
Febre tifoide,calafrios,vômito,fadiga,febre_alta,dor_de_cabeça,náusea,constipação,dor_abdominal,diarreia,aparência_tóxica,dor_na_barriga,,,,,,
Hepatite A,dor_nas_articulações,vômito,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,diarreia,febre_leve,amarelamento_dos_olhos,dor_muscular,,,,,,
Hepatite B,coceira,fadiga,letargia,pele_amarelada,urina_escura,perda_de_apetite,dor_abdominal,urina_amarela,amarelamento_dos_olhos,mal_estar,recebeu_transfusão_de_sangue,recebeu_injeções_não_esterilizadas,,,,,
Hepatite C,fadiga,pele_amarelada,náusea,perda_de_apetite,amarelamento_dos_olhos,histórico_familiar,,,,,,,,,,,
Hepatite D,dor_nas_articulações,vômito,fadiga,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,
Hepatite E,dor_nas_articulações,vômito,fadiga,febre_alta,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,falência_hepática_aguda,coma,sangramento_estomacal,,,,
Hepatite alcoólica,vômito,pele_amarelada,dor_abdominal,inchaço_do_estômago,distensão_abdominal,histórico_de_consumo_de_álcool,sobrecarga_de_fluidos,,,,,,,,,,
Tuberculose,calafrios,vômito,fadiga,perda_de_peso,tosse,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,
Resfriado comum,espirros_contínuos,calafrios,fadiga,tosse,febre_alta,dor_de_cabeça,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular
Pneumonia,calafrios,fadiga,tosse,febre_alta,falta_de_ar,suor_excessivo,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,dor_na_região_anal,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,
Infarto,vômito,falta_de_ar,suor_excessivo,dor_no_peito,,,,,,,,,,,,,
Varizes,fadiga,cãibras,hematomas,obesidade,pernas_inchadas,vasos_sanguíneos_inchados,veias_proeminentes_na_panturrilha,,,,,,,,,,
Hipotireoidismo,fadiga,ganho_de_peso,mãos_e_pés_frios,mudanças_de_humor,letargia,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,perda_de_peso,agitação,suor_excessivo,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,
Hipoglicemia,vômito,fadiga,ansiedade,suor_excessivo,dor_de_cabeça,náusea,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_no_joelho,dor_na_articulação_do_quadril,articulações_inchadas,dificuldade_ao_caminhar,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_no_pescoço,articulações_inchadas,rigidez_no_movimento,dificuldade_ao_caminhar,,,,,,,,,,,,
Vertigem posicional,vômito,dor_de_cabeça,náusea,sensação_de_rotação,perda_de_equilíbrio,instabilidade,,,,,,,,,,,
Acne,erupção_cutânea,espinhas_com_pus,cravos,descamação,,,,,,,,,,,,,
Infecção urinária,ardência_ao_urinar,desconforto_na_bexiga,urina_com_cheiro_forte,vontade_contínua_de_urinar,,,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descascamento_da_pele,descamação_prateada,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,
Impetigo,erupção_cutânea,febre_alta,bolhas,ferida_vermelha_ao_redor_do_nariz,crostas_amarelas,,,,,,,,,,,,
Infecção fúngica,coceira,erupção_cutânea,erupções_nodulares,manchas_discrômicas,,,,,,,,,,,,,
Alergia,espirros_contínuos,tremores,calafrios,lacrimejamento,,,,,,,,,,,,,
Refluxo gastroesofágico,dor_no_estômago,acidez,úlceras_na_língua,vômito,tosse,dor_no_peito,,,,,,,,,,,
Colestase crônica,coceira,vômito,pele_amarelada,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,,
Reação a medicamento,coceira,erupção_cutânea,dor_no_estômago,ardência_ao_urinar,manchas_na_urina,,,,,,,,,,,,
Úlcera péptica,vômito,indigestão,perda_de_apetite,dor_abdominal,eliminação_de_gases,coceira_interna,,,,,,,,,,,
AIDS,perda_muscular,manchas_na_garganta,febre_alta,contatos_extraconjugais,,,,,,,,,,,,,
Diabetes,fadiga,perda_de_peso,agitação,letargia,nível_irregular_de_açúcar,visão_turva,obesidade,fome_excessiva,apetite_aumentado,poliúria,,,,,,,
Gastroenterite,vômito,olhos_fundos,desidratação,diarreia,,,,,,,,,,,,,
Asma brônquica,fadiga,tosse,febre_alta,falta_de_ar,histórico_familiar,escarro_mucoide,,,,,,,,,,,
Hipertensão,dor_de_cabeça,dor_no_peito,tontura,perda_de_equilíbrio,falta_de_concentração,,,,,,,,,,,,
Enxaqueca,acidez,indigestão,dor_de_cabeça,visão_turva,fome_excessiva,rigidez_no_pescoço,depressão,irritabilidade,distúrbios_visuais,,,,,,,,
Espondilose cervical,dor_nas_costas,fraqueza_nos_membros,dor_no_pescoço,tontura,perda_de_equilíbrio,,,,,,,,,,,,
Paralisia (hemorragia cerebral),vômito,dor_de_cabeça,fraqueza_em_um_lado_do_corpo,alteração_sensorial,,,,,,,,,,,,,
Icterícia,coceira,vômito,fadiga,perda_de_peso,febre_alta,pele_amarelada,urina_escura,dor_abdominal,,,,,,,,,
Malária,calafrios,vômito,febre_alta,suor_excessivo,dor_de_cabeça,náusea,diarreia,dor_muscular,,,,,,,,,
Catapora,coceira,erupção_cutânea,fadiga,letargia,febre_alta,dor_de_cabeça,perda_de_apetite,febre_leve,linfonodos_inchados,mal_estar,manchas_vermelhas_no_corpo,,,,,,
Dengue,erupção_cutânea,calafrios,dor_nas_articulações,vômito,fadiga,febre_alta,dor_de_cabeça,náusea,perda_de_apetite,dor_atrás_dos_olhos,dor_nas_costas,mal_estar,dor_muscular,manchas_vermelhas_no_corpo,,,
Febre tifoide,calafrios,vômito,fadiga,febre_alta,dor_de_cabeça,náusea,constipação,dor_abdominal,diarreia,aparência_tóxica,dor_na_barriga,,,,,,
Hepatite A,dor_nas_articulações,vômito,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,diarreia,febre_leve,amarelamento_dos_olhos,dor_muscular,,,,,,
Hepatite B,coceira,fadiga,letargia,pele_amarelada,urina_escura,perda_de_apetite,dor_abdominal,urina_amarela,amarelamento_dos_olhos,mal_estar,recebeu_transfusão_de_sangue,recebeu_injeções_não_esterilizadas,,,,,
Hepatite C,fadiga,pele_amarelada,náusea,perda_de_apetite,amarelamento_dos_olhos,histórico_familiar,,,,,,,,,,,
Hepatite D,dor_nas_articulações,vômito,fadiga,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,
Hepatite E,dor_nas_articulações,vômito,fadiga,febre_alta,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,falência_hepática_aguda,coma,sangramento_estomacal,,,,
Hepatite alcoólica,vômito,pele_amarelada,dor_abdominal,inchaço_do_estômago,distensão_abdominal,histórico_de_consumo_de_álcool,sobrecarga_de_fluidos,,,,,,,,,,
Tuberculose,calafrios,vômito,fadiga,perda_de_peso,tosse,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,
Resfriado comum,espirros_contínuos,calafrios,fadiga,tosse,febre_alta,dor_de_cabeça,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular
Pneumonia,calafrios,fadiga,tosse,febre_alta,falta_de_ar,suor_excessivo,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,dor_na_região_anal,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,
Infarto,vômito,falta_de_ar,suor_excessivo,dor_no_peito,,,,,,,,,,,,,
Varizes,fadiga,cãibras,hematomas,obesidade,pernas_inchadas,vasos_sanguíneos_inchados,veias_proeminentes_na_panturrilha,,,,,,,,,,
Hipotireoidismo,fadiga,ganho_de_peso,mãos_e_pés_frios,mudanças_de_humor,letargia,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,perda_de_peso,agitação,suor_excessivo,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,
Hipoglicemia,vômito,fadiga,ansiedade,suor_excessivo,dor_de_cabeça,náusea,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_no_joelho,dor_na_articulação_do_quadril,articulações_inchadas,dificuldade_ao_caminhar,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_no_pescoço,articulações_inchadas,rigidez_no_movimento,dificuldade_ao_caminhar,,,,,,,,,,,,
Vertigem posicional,vômito,dor_de_cabeça,náusea,sensação_de_rotação,perda_de_equilíbrio,instabilidade,,,,,,,,,,,
Acne,erupção_cutânea,espinhas_com_pus,cravos,descamação,,,,,,,,,,,,,
Infecção urinária,ardência_ao_urinar,desconforto_na_bexiga,urina_com_cheiro_forte,vontade_contínua_de_urinar,,,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descascamento_da_pele,descamação_prateada,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,
Impetigo,erupção_cutânea,febre_alta,bolhas,ferida_vermelha_ao_redor_do_nariz,crostas_amarelas,,,,,,,,,,,,
Infecção fúngica,coceira,erupção_cutânea,erupções_nodulares,manchas_discrômicas,,,,,,,,,,,,,
Alergia,espirros_contínuos,tremores,calafrios,lacrimejamento,,,,,,,,,,,,,
Refluxo gastroesofágico,dor_no_estômago,acidez,úlceras_na_língua,vômito,tosse,dor_no_peito,,,,,,,,,,,
Colestase crônica,coceira,vômito,pele_amarelada,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,,
Reação a medicamento,coceira,erupção_cutânea,dor_no_estômago,ardência_ao_urinar,manchas_na_urina,,,,,,,,,,,,
Úlcera péptica,vômito,indigestão,perda_de_apetite,dor_abdominal,eliminação_de_gases,coceira_interna,,,,,,,,,,,
AIDS,perda_muscular,manchas_na_garganta,febre_alta,contatos_extraconjugais,,,,,,,,,,,,,
Diabetes,fadiga,perda_de_peso,agitação,letargia,nível_irregular_de_açúcar,visão_turva,obesidade,fome_excessiva,apetite_aumentado,poliúria,,,,,,,
Gastroenterite,vômito,olhos_fundos,desidratação,diarreia,,,,,,,,,,,,,
Asma brônquica,fadiga,tosse,febre_alta,falta_de_ar,histórico_familiar,escarro_mucoide,,,,,,,,,,,
Hipertensão,dor_de_cabeça,dor_no_peito,tontura,perda_de_equilíbrio,falta_de_concentração,,,,,,,,,,,,
Enxaqueca,acidez,indigestão,dor_de_cabeça,visão_turva,fome_excessiva,rigidez_no_pescoço,depressão,irritabilidade,distúrbios_visuais,,,,,,,,
Espondilose cervical,dor_nas_costas,fraqueza_nos_membros,dor_no_pescoço,tontura,perda_de_equilíbrio,,,,,,,,,,,,
Paralisia (hemorragia cerebral),vômito,dor_de_cabeça,fraqueza_em_um_lado_do_corpo,alteração_sensorial,,,,,,,,,,,,,
Icterícia,coceira,vômito,fadiga,perda_de_peso,febre_alta,pele_amarelada,urina_escura,dor_abdominal,,,,,,,,,
Malária,calafrios,vômito,febre_alta,suor_excessivo,dor_de_cabeça,náusea,diarreia,dor_muscular,,,,,,,,,
Catapora,coceira,erupção_cutânea,fadiga,letargia,febre_alta,dor_de_cabeça,perda_de_apetite,febre_leve,linfonodos_inchados,mal_estar,manchas_vermelhas_no_corpo,,,,,,
Dengue,erupção_cutânea,calafrios,dor_nas_articulações,vômito,fadiga,febre_alta,dor_de_cabeça,náusea,perda_de_apetite,dor_atrás_dos_olhos,dor_nas_costas,mal_estar,dor_muscular,manchas_vermelhas_no_corpo,,,
Febre tifoide,calafrios,vômito,fadiga,febre_alta,dor_de_cabeça,náusea,constipação,dor_abdominal,diarreia,aparência_tóxica,dor_na_barriga,,,,,,
Hepatite A,dor_nas_articulações,vômito,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,diarreia,febre_leve,amarelamento_dos_olhos,dor_muscular,,,,,,
Hepatite B,coceira,fadiga,letargia,pele_amarelada,urina_escura,perda_de_apetite,dor_abdominal,urina_amarela,amarelamento_dos_olhos,mal_estar,recebeu_transfusão_de_sangue,recebeu_injeções_não_esterilizadas,,,,,
Hepatite C,fadiga,pele_amarelada,náusea,perda_de_apetite,amarelamento_dos_olhos,histórico_familiar,,,,,,,,,,,
Hepatite D,dor_nas_articulações,vômito,fadiga,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,
Hepatite E,dor_nas_articulações,vômito,fadiga,febre_alta,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,falência_hepática_aguda,coma,sangramento_estomacal,,,,
Hepatite alcoólica,vômito,pele_amarelada,dor_abdominal,inchaço_do_estômago,distensão_abdominal,histórico_de_consumo_de_álcool,sobrecarga_de_fluidos,,,,,,,,,,
Tuberculose,calafrios,vômito,fadiga,perda_de_peso,tosse,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,
Resfriado comum,espirros_contínuos,calafrios,fadiga,tosse,febre_alta,dor_de_cabeça,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular
Pneumonia,calafrios,fadiga,tosse,febre_alta,falta_de_ar,suor_excessivo,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,dor_na_região_anal,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,
Infarto,vômito,falta_de_ar,suor_excessivo,dor_no_peito,,,,,,,,,,,,,
Varizes,fadiga,cãibras,hematomas,obesidade,pernas_inchadas,vasos_sanguíneos_inchados,veias_proeminentes_na_panturrilha,,,,,,,,,,
Hipotireoidismo,fadiga,ganho_de_peso,mãos_e_pés_frios,mudanças_de_humor,letargia,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,perda_de_peso,agitação,suor_excessivo,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,
Hipoglicemia,vômito,fadiga,ansiedade,suor_excessivo,dor_de_cabeça,náusea,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_no_joelho,dor_na_articulação_do_quadril,articulações_inchadas,dificuldade_ao_caminhar,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_no_pescoço,articulações_inchadas,rigidez_no_movimento,dificuldade_ao_caminhar,,,,,,,,,,,,
Vertigem posicional,vômito,dor_de_cabeça,náusea,sensação_de_rotação,perda_de_equilíbrio,instabilidade,,,,,,,,,,,
Acne,erupção_cutânea,espinhas_com_pus,cravos,descamação,,,,,,,,,,,,,
Infecção urinária,ardência_ao_urinar,desconforto_na_bexiga,urina_com_cheiro_forte,vontade_contínua_de_urinar,,,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descascamento_da_pele,descamação_prateada,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,
Impetigo,erupção_cutânea,febre_alta,bolhas,ferida_vermelha_ao_redor_do_nariz,crostas_amarelas,,,,,,,,,,,,
Infecção fúngica,coceira,erupção_cutânea,erupções_nodulares,manchas_discrômicas,,,,,,,,,,,,,
Alergia,espirros_contínuos,tremores,calafrios,lacrimejamento,,,,,,,,,,,,,
Refluxo gastroesofágico,dor_no_estômago,acidez,úlceras_na_língua,vômito,tosse,dor_no_peito,,,,,,,,,,,
Colestase crônica,coceira,vômito,pele_amarelada,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,,
Reação a medicamento,coceira,erupção_cutânea,dor_no_estômago,ardência_ao_urinar,manchas_na_urina,,,,,,,,,,,,
Úlcera péptica,vômito,indigestão,perda_de_apetite,dor_abdominal,eliminação_de_gases,coceira_interna,,,,,,,,,,,
AIDS,perda_muscular,manchas_na_garganta,febre_alta,contatos_extraconjugais,,,,,,,,,,,,,
Diabetes,fadiga,perda_de_peso,agitação,letargia,nível_irregular_de_açúcar,visão_turva,obesidade,fome_excessiva,apetite_aumentado,poliúria,,,,,,,
Gastroenterite,vômito,olhos_fundos,desidratação,diarreia,,,,,,,,,,,,,
Asma brônquica,fadiga,tosse,febre_alta,falta_de_ar,histórico_familiar,escarro_mucoide,,,,,,,,,,,
Hipertensão,dor_de_cabeça,dor_no_peito,tontura,perda_de_equilíbrio,falta_de_concentração,,,,,,,,,,,,
Enxaqueca,acidez,indigestão,dor_de_cabeça,visão_turva,fome_excessiva,rigidez_no_pescoço,depressão,irritabilidade,distúrbios_visuais,,,,,,,,
Espondilose cervical,dor_nas_costas,fraqueza_nos_membros,dor_no_pescoço,tontura,perda_de_equilíbrio,,,,,,,,,,,,
Paralisia (hemorragia cerebral),vômito,dor_de_cabeça,fraqueza_em_um_lado_do_corpo,alteração_sensorial,,,,,,,,,,,,,
Icterícia,coceira,vômito,fadiga,perda_de_peso,febre_alta,pele_amarelada,urina_escura,dor_abdominal,,,,,,,,,
Malária,calafrios,vômito,febre_alta,suor_excessivo,dor_de_cabeça,náusea,diarreia,dor_muscular,,,,,,,,,
Catapora,coceira,erupção_cutânea,fadiga,letargia,febre_alta,dor_de_cabeça,perda_de_apetite,febre_leve,linfonodos_inchados,mal_estar,manchas_vermelhas_no_corpo,,,,,,
Dengue,erupção_cutânea,calafrios,dor_nas_articulações,vômito,fadiga,febre_alta,dor_de_cabeça,náusea,perda_de_apetite,dor_atrás_dos_olhos,dor_nas_costas,mal_estar,dor_muscular,manchas_vermelhas_no_corpo,,,
Febre tifoide,calafrios,vômito,fadiga,febre_alta,dor_de_cabeça,náusea,constipação,dor_abdominal,diarreia,aparência_tóxica,dor_na_barriga,,,,,,
Hepatite A,dor_nas_articulações,vômito,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,diarreia,febre_leve,amarelamento_dos_olhos,dor_muscular,,,,,,
Hepatite B,coceira,fadiga,letargia,pele_amarelada,urina_escura,perda_de_apetite,dor_abdominal,urina_amarela,amarelamento_dos_olhos,mal_estar,recebeu_transfusão_de_sangue,recebeu_injeções_não_esterilizadas,,,,,
Hepatite C,fadiga,pele_amarelada,náusea,perda_de_apetite,amarelamento_dos_olhos,histórico_familiar,,,,,,,,,,,
Hepatite D,dor_nas_articulações,vômito,fadiga,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,
Hepatite E,dor_nas_articulações,vômito,fadiga,febre_alta,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,falência_hepática_aguda,coma,sangramento_estomacal,,,,
Hepatite alcoólica,vômito,pele_amarelada,dor_abdominal,inchaço_do_estômago,distensão_abdominal,histórico_de_consumo_de_álcool,sobrecarga_de_fluidos,,,,,,,,,,
Tuberculose,calafrios,vômito,fadiga,perda_de_peso,tosse,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,
Resfriado comum,espirros_contínuos,calafrios,fadiga,tosse,febre_alta,dor_de_cabeça,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular
Pneumonia,calafrios,fadiga,tosse,febre_alta,falta_de_ar,suor_excessivo,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,dor_na_região_anal,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,
Infarto,vômito,falta_de_ar,suor_excessivo,dor_no_peito,,,,,,,,,,,,,
Varizes,fadiga,cãibras,hematomas,obesidade,pernas_inchadas,vasos_sanguíneos_inchados,veias_proeminentes_na_panturrilha,,,,,,,,,,
Hipotireoidismo,fadiga,ganho_de_peso,mãos_e_pés_frios,mudanças_de_humor,letargia,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,perda_de_peso,agitação,suor_excessivo,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,
Hipoglicemia,vômito,fadiga,ansiedade,suor_excessivo,dor_de_cabeça,náusea,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_no_joelho,dor_na_articulação_do_quadril,articulações_inchadas,dificuldade_ao_caminhar,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_no_pescoço,articulações_inchadas,rigidez_no_movimento,dificuldade_ao_caminhar,,,,,,,,,,,,
Vertigem posicional,vômito,dor_de_cabeça,náusea,sensação_de_rotação,perda_de_equilíbrio,instabilidade,,,,,,,,,,,
Acne,erupção_cutânea,espinhas_com_pus,cravos,descamação,,,,,,,,,,,,,
Infecção urinária,ardência_ao_urinar,desconforto_na_bexiga,urina_com_cheiro_forte,vontade_contínua_de_urinar,,,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descascamento_da_pele,descamação_prateada,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,
Impetigo,erupção_cutânea,febre_alta,bolhas,ferida_vermelha_ao_redor_do_nariz,crostas_amarelas,,,,,,,,,,,,
Infecção fúngica,coceira,erupção_cutânea,erupções_nodulares,manchas_discrômicas,,,,,,,,,,,,,
Alergia,espirros_contínuos,tremores,calafrios,lacrimejamento,,,,,,,,,,,,,
Refluxo gastroesofágico,dor_no_estômago,acidez,úlceras_na_língua,vômito,tosse,dor_no_peito,,,,,,,,,,,
Colestase crônica,coceira,vômito,pele_amarelada,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,,
Reação a medicamento,coceira,erupção_cutânea,dor_no_estômago,ardência_ao_urinar,manchas_na_urina,,,,,,,,,,,,
Úlcera péptica,vômito,indigestão,perda_de_apetite,dor_abdominal,eliminação_de_gases,coceira_interna,,,,,,,,,,,
AIDS,perda_muscular,manchas_na_garganta,febre_alta,contatos_extraconjugais,,,,,,,,,,,,,
Diabetes,fadiga,perda_de_peso,agitação,letargia,nível_irregular_de_açúcar,visão_turva,obesidade,fome_excessiva,apetite_aumentado,poliúria,,,,,,,
Gastroenterite,vômito,olhos_fundos,desidratação,diarreia,,,,,,,,,,,,,
Asma brônquica,fadiga,tosse,febre_alta,falta_de_ar,histórico_familiar,escarro_mucoide,,,,,,,,,,,
Hipertensão,dor_de_cabeça,dor_no_peito,tontura,perda_de_equilíbrio,falta_de_concentração,,,,,,,,,,,,
Enxaqueca,acidez,indigestão,dor_de_cabeça,visão_turva,fome_excessiva,rigidez_no_pescoço,depressão,irritabilidade,distúrbios_visuais,,,,,,,,
Espondilose cervical,dor_nas_costas,fraqueza_nos_membros,dor_no_pescoço,tontura,perda_de_equilíbrio,,,,,,,,,,,,
Paralisia (hemorragia cerebral),vômito,dor_de_cabeça,fraqueza_em_um_lado_do_corpo,alteração_sensorial,,,,,,,,,,,,,
Icterícia,coceira,vômito,fadiga,perda_de_peso,febre_alta,pele_amarelada,urina_escura,dor_abdominal,,,,,,,,,
Malária,calafrios,vômito,febre_alta,suor_excessivo,dor_de_cabeça,náusea,diarreia,dor_muscular,,,,,,,,,
Catapora,coceira,erupção_cutânea,fadiga,letargia,febre_alta,dor_de_cabeça,perda_de_apetite,febre_leve,linfonodos_inchados,mal_estar,manchas_vermelhas_no_corpo,,,,,,
Dengue,erupção_cutânea,calafrios,dor_nas_articulações,vômito,fadiga,febre_alta,dor_de_cabeça,náusea,perda_de_apetite,dor_atrás_dos_olhos,dor_nas_costas,mal_estar,dor_muscular,manchas_vermelhas_no_corpo,,,
Febre tifoide,calafrios,vômito,fadiga,febre_alta,dor_de_cabeça,náusea,constipação,dor_abdominal,diarreia,aparência_tóxica,dor_na_barriga,,,,,,
Hepatite A,dor_nas_articulações,vômito,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,diarreia,febre_leve,amarelamento_dos_olhos,dor_muscular,,,,,,
Hepatite B,coceira,fadiga,letargia,pele_amarelada,urina_escura,perda_de_apetite,dor_abdominal,urina_amarela,amarelamento_dos_olhos,mal_estar,recebeu_transfusão_de_sangue,recebeu_injeções_não_esterilizadas,,,,,
Hepatite C,fadiga,pele_amarelada,náusea,perda_de_apetite,amarelamento_dos_olhos,histórico_familiar,,,,,,,,,,,
Hepatite D,dor_nas_articulações,vômito,fadiga,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,
Hepatite E,dor_nas_articulações,vômito,fadiga,febre_alta,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,falência_hepática_aguda,coma,sangramento_estomacal,,,,
Hepatite alcoólica,vômito,pele_amarelada,dor_abdominal,inchaço_do_estômago,distensão_abdominal,histórico_de_consumo_de_álcool,sobrecarga_de_fluidos,,,,,,,,,,
Tuberculose,calafrios,vômito,fadiga,perda_de_peso,tosse,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,
